planet_name,host_star_name,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_rad_jup_rad,planet_mass_earth_mass,planet_mass_jup_mass,Eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,distance_parsec,stellar_surf_grav,declination_deg,discovery_method
Qatar-9 b,Qatar-9,1.5407604866666667,0.0234,11.31,1.009,378.2177,1.19,0.0,1134.0,K5 V,4309.0,0.7,0.72,213.771,4.61,60.964119399999994,Transit
ROXs 12 b,ROXs 12,,212.0,,,5085.0,16.0,0.83,,M0,3698.5,1.07,0.675,136.65,4.07,-25.446695,Imaging
ROXs 42 B b,ROXs 42 B,,149.0,,,3098.55,9.75,0.58,2087.5,M0,3433.0,1.34,1.0,143.59,,-24.545576999999998,Imaging
RR Cae b,RR Cae,4343.5,5.3,,,1334.886,4.2,0.0,,M,,,0.44,21.1916,,-48.6542601,Eclipse Timing Variations
Ross 128 b,Ross 128,9.8658,0.0496,,,1.4,0.0044,0.116,301.0,M4,3192.0,0.2,0.17,3.37454,,0.7992898,Radial Velocity
Ross 458 c,Ross 458,,1100.0,14.011,1.25,1906.98,6.0,,,,,,,11.5094,,12.3755996,Imaging
Ross 508 b,Ross 508,10.77,0.05366,,,4.0,0.01259,0.33,,M4.5 V,3071.0,0.21,0.18,11.2103,5.04,17.4605347,Radial Velocity
SR 12 AB c,SR 12 AB,,,,,4131.62,13.0,,,,,,,,,-24.6946687,Imaging
SWEEPS-11 b,SWEEPS-11,1.796,0.03,12.666,1.13,3082.82,9.7,,,,,1.45,1.1,,,-29.1981944,Transit
SWEEPS-4 b,SWEEPS-4,4.2,0.055,9.079,0.81,1207.7,3.8,,,,,1.18,1.24,,,-29.1890556,Transit
TAP 26 b,TAP 26,10.79,0.0968,,,527.5978,1.66,,,,4620.0,1.17,1.04,121.402,4.5,17.3878826,Radial Velocity
TCP J05074264+2447555 b,TCP J05074264+2447555,,0.6799999999999999,,,14.35,0.0451775,,,,,,0.395,423.5,,24.798865225,Microlensing
TIC 139270665 b,TIC 139270665,23.624,0.163,7.23,0.645,147.15455,0.463,0.105,703.0,G2,5844.0,1.02,1.03,189.875,4.44,33.2914532,Transit
TIC 139270665 c,TIC 139270665,1010.0,2.0,,,1554.18091,4.89,0.566,200.0,G2,5844.0,1.02,1.03,189.875,4.44,33.2914532,Radial Velocity
TIC 172900988 b,TIC 172900988 Aa,196.08816666666667,0.8896233333333333,11.235,1.0023333333333333,883.2666666666668,2.7790683333333335,0.06008333333333333,,F9,6050.0,1.38,1.24,250.956,4.25,31.553979299999998,Transit
TIC 237913194 b,TIC 237913194,15.168865,0.1207,12.52,1.117,617.22586,1.942,0.575,974.0,G3,5788.0,1.09,1.03,306.063,4.38,-60.7399096,Transit
TIC 257060897 b,TIC 257060897,3.6600305,0.051,16.701,1.49,212.94503,0.67,0.03,1762.0,,,1.82,1.32,505.703,,72.7103128,Transit
TIC 279401253 b,TIC 279401253,76.8,0.369,11.209,1.0,1951.46642,6.14,0.448,,,5951.0,1.06,1.13,285.584,4.44,-15.0262251,Transit
TIC 279401253 c,TIC 279401253,155.3,0.591,,,2548.98382,8.02,0.254,,,5951.0,1.06,1.13,285.584,4.44,-15.0262251,Transit
TOI-1052 b,TOI-1052,9.139703,0.09103,2.87,0.256,16.9,0.05317,0.18,1135.0,,6146.0,1.26,1.2,129.804,4.3,-75.6465606,Transit
TOI-1052 c,TOI-1052,35.806,0.2263,,,34.3,0.10792,0.237,719.0,,6146.0,1.26,1.2,129.804,4.3,-75.6465606,Radial Velocity
TOI-1062 b,TOI-1062,4.11296,0.052,2.265,0.202,10.15,0.03194,0.177,1077.0,G9 V,5328.0,0.84,0.94,82.1733,4.55,-78.0236828,Transit
TOI-1062 c,TOI-1062,7.972,0.08,,,9.78,0.03077,0.14,859.0,G9 V,5328.0,0.84,0.94,82.1733,4.55,-78.0236828,Radial Velocity
TOI-1064 b,TOI-1064,6.443868,0.06152,2.587,0.231,13.5,0.04248,0.047,784.0,,4734.0,0.73,0.75,68.0726,4.6,-47.5620305,Transit
TOI-1064 c,TOI-1064,12.226574,0.09429,2.651,0.237,2.5,0.00787,0.088,634.0,,4734.0,0.73,0.75,68.0726,4.6,-47.5620305,Transit
TOI-1075 b,TOI-1075,0.6047328,0.011695,1.7555,0.1565,9.95,0.03131,0.0,1329.5,K9 V/M0 V,3898.0,0.58,0.6,61.4592,4.69,-65.4496994,Transit
TOI-1107 b,TOI-1107,4.0782387,0.0561,14.572,1.3,1064.72516,3.35,0.025,1728.0,F6 V,6311.0,1.81,1.35,281.314,4.05,-82.2188693,Transit
TOI-1130 b,TOI-1130,4.072662666666667,0.044255,3.605,0.322,19.28,0.06066,0.16469999999999999,721.0,K7,4283.333333333333,0.69,0.6900000000000001,58.2609,4.6066666666666665,-41.4376399,Transit
TOI-1130 c,TOI-1130,8.350153800000001,0.07144500000000001,15.067,1.3439999999999999,317.62820999999997,0.99937,0.046566666666666666,567.5,K7,4283.333333333333,0.69,0.6900000000000001,58.2609,4.6066666666666665,-41.4376399,Transit
TOI-1135 b,TOI-1135,8.02773,0.082,9.02,0.805,51.42,0.162,0.0,1199.0,G0,6122.0,1.16,1.12,114.048,4.56,85.1294952,Transit
TOI-1136 b,TOI-1136,4.17274,0.05106,1.9,0.17,3.5,0.01101,0.028999999999999998,1216.0,,5770.0,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 c,TOI-1136,6.257325,0.0669,2.879,0.257,6.32,0.01988,0.1135,1062.0,,5770.0,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 d,TOI-1136,12.519635000000001,0.1062,4.627,0.413,8.35,0.02627,0.029,843.0,,5770.0,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 e,TOI-1136,18.8001,,2.639,0.235,6.07,0.0191,0.04975,737.0,,5770.0,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 f,TOI-1136,26.3186,0.174,3.88,0.346,9.7,0.03052,0.006500000000000001,658.0,,5770.0,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1136 g,TOI-1136,39.54185,0.229,2.53,0.226,5.6,0.01762,0.038,574.0,,5770.0,0.97,1.02,84.5362,4.47,64.8552755,Transit
TOI-1181 b,TOI-1181,2.103195,,14.572,1.3,375.03752,1.18,,,F9 IV,5990.0,1.75,1.19,302.819,3.9,64.3543506,Transit
TOI-1194 b,TOI-1194,2.310644,0.03428,8.597,0.767,144.92975,0.456,0.076,1391.0,,5446.0,0.96,1.01,149.667,4.47,69.9647749,Transit
TOI-1199 b,TOI-1199,3.671463,0.04988,10.514,0.938,75.96099,0.239,0.03,1486.0,,5710.0,1.45,1.23,248.427,4.19,61.3525723,Transit
TOI-1201 b,TOI-1201,2.49197945,0.0287,2.415,0.215,6.28,0.01976,0.0,703.0,M2.0 V,3476.0,0.51,0.51,37.8871,4.8,-14.5372835,Transit
TOI-122 b,TOI-122,5.078029750000001,0.0392,2.72,0.243,,,0.0,471.0,M3 V,3403.0,0.33,0.31,62.118,4.88,-58.946085,Transit
TOI-1221 b,TOI-1221,91.68278,0.387,2.91,0.26,1112.39942,3.5,0.21,440.0,,5592.0,1.03,0.93,138.411,4.38,-65.5088568,Transit
TOI-1227 b,TOI-1227,27.36397,0.0886,9.572,0.854,,,,,M4.5V-M5V,3072.0,0.56,0.17,100.641,,-72.4518501,Transit
TOI-1231 b,TOI-1231,24.245586,0.1288,3.65,0.326,15.4,0.04845,0.087,330.0,M3 V,3553.0,0.48,0.48,27.6227,4.77,-52.4678724,Transit
TOI-1235 b,TOI-1235,3.4447225,0.038355,1.7073333333333334,0.15233333333333332,6.5,0.02045,0.0995,764.5,M0.5 V,3934.5,0.625,0.635,39.6345,4.645,69.2766204,Transit
TOI-1246 b,TOI-1246,4.30744,0.049,3.01,0.269,8.1,0.02549,,955.0,K V,5151.0,0.86,0.87,169.422,4.4,70.4299917,Transit
TOI-1246 c,TOI-1246,5.904144,0.061,2.51,0.224,8.8,0.02769,,860.0,K V,5151.0,0.86,0.87,169.422,4.4,70.4299917,Transit
TOI-1246 d,TOI-1246,18.6559,0.131,3.51,0.313,5.3,0.01668,,586.0,K V,5151.0,0.86,0.87,169.422,4.4,70.4299917,Transit
TOI-1246 e,TOI-1246,37.9216,0.211,3.78,0.337,14.8,0.04657,,462.0,K V,5151.0,0.86,0.87,169.422,4.4,70.4299917,Transit
TOI-125 b,TOI-125,4.653164333333333,0.05198,2.7405,0.2445,9.5,0.02989,0.19033333333333333,1033.0,K0 V,5294.666666666667,0.85,0.8666666666666667,111.05900000000001,4.52,-66.6763495,Transit
TOI-125 c,TOI-125,9.151935,0.0816,2.7744999999999997,0.2475,6.63,0.02086,0.06566666666666666,824.5,K0 V,5294.666666666667,0.85,0.8666666666666667,111.05900000000001,4.52,-66.6763495,Transit
TOI-125 d,TOI-125,19.98,0.137,2.93,0.261,13.6,0.04279,0.168,638.0,K0 V,5320.0,0.85,0.86,111.059,4.52,-66.6763495,Transit
TOI-1259 A b,TOI-1259 A,3.47797855,0.0407,11.456,1.022,140.16233,0.441,0.0,963.0,,4775.0,0.71,0.74,118.106,4.61,79.2564761,Transit
TOI-1260 b,TOI-1260,3.1274715,0.03665,2.375,0.212,8.58,0.026994999999999998,0.0,865.5,K6 V,4227.0,0.66,0.67,73.5977,4.57,65.8541986,Transit
TOI-1260 c,TOI-1260,7.4931920000000005,0.06565,2.79,0.249,12.5,0.039330000000000004,0.0,647.0,K6 V,4227.0,0.66,0.67,73.5977,4.57,65.8541986,Transit
TOI-1260 d,TOI-1260,16.608164,0.1116,3.12,0.278,11.84,0.03725,0.0,499.0,,4227.0,0.67,0.68,73.5977,4.57,65.8541986,Transit
TOI-1266 b,TOI-1266,10.894854333333333,0.07363333333333333,2.482666666666667,0.22133333333333335,11.21,0.03527333333333333,0.10333333333333333,416.0,M2 V,3597.0,0.4266666666666667,0.44,36.0118,4.823333333333333,65.8336973,Transit
TOI-1266 c,TOI-1266,18.80158775,0.10473333333333334,1.7876666666666665,0.15933333333333333,3.8266666666666667,0.01204,0.12666666666666668,348.3333333333333,M3,3597.75,0.425,0.4425,36.0118,4.83,65.8336973,Transit
TOI-1268 b,TOI-1268,8.157723350000001,0.069075,8.554749999999999,0.76325,96.4,0.30331,0.12125,919.0,K V,5267.75,0.875,0.915,109.557,4.5275,62.3053799,Transit
TOI-1272 b,TOI-1272,3.31599,0.0412,4.14,0.369,24.6,0.0774,0.338,961.0,,4985.0,0.79,0.85,137.572,4.55,49.8610591,Transit
TOI-1272 c,TOI-1272,8.689,0.0783,,,26.7,0.08401,0.35,697.0,,4985.0,0.79,0.85,137.572,4.55,49.8610591,Radial Velocity
TOI-1273 b,TOI-1273,4.631296,0.0549,11.097,0.99,70.55791,0.222,0.055,1211.0,,5690.0,1.06,1.06,177.118,4.37,58.3902534,Transit
TOI-1278 b,TOI-1278,14.47567,0.095,12.218,1.09,5879.82553,18.5,0.013,,M0 V,3799.0,0.57,0.54,75.5759,4.68,35.648625,Transit
TOI-1288 b,TOI-1288,2.6999075,0.0429,5.16,0.46,42.0,0.13215,0.064,1266.0,G V,5266.0,0.99,1.175,114.865,4.43,65.6087833,Transit
TOI-1288 c,TOI-1288,443.0,,,,84.0,0.26429,0.13,,G V,5225.0,1.01,0.89,114.865,4.24,65.6087833,Radial Velocity
TOI-1296 b,TOI-1296,3.94437215,0.0497,13.798,1.231,94.71287,0.298,0.055,1562.0,,5603.0,1.66,1.17,323.265,4.05,70.2384806,Transit
TOI-1298 b,TOI-1298,4.53715465,0.059,9.427,0.841,113.14691,0.356,0.032,1388.0,,5889.0,1.41,1.44,319.036,4.39,70.1900397,Transit
TOI-132 b,TOI-132,2.1096977,0.026,3.42,0.305,22.4,0.07048,0.059,1395.0,G8 V,5397.0,0.9,0.97,163.678,4.48,-43.436872,Transit
TOI-1333 b,TOI-1333,4.720219,0.0626,15.648,1.396,753.2571,2.37,0.073,1679.0,,6274.0,1.93,1.46,200.492,4.03,48.4067674,Transit
TOI-1338 b,TOI-1338 A,95.174,0.4607,6.85,0.611,27.4,0.086165,0.088,,F8,6050.0,1.335,1.13,399.017,4.0,-59.5409853,Transit
TOI-1338 c,TOI-1338 A,215.5,0.794,,,65.2,0.205,0.16,,F8,6050.0,1.34,1.13,399.017,,-59.5409853,Radial Velocity
TOI-1347 b,TOI-1347,0.84742346,,1.8,0.161,11.1,0.03492,0.0,1400.0,,5464.0,0.83,0.91,147.476,4.64,70.2900536,Transit
TOI-1347 c,TOI-1347,4.841962,,1.6,0.143,6.4,0.02014,0.0,1000.0,,5464.0,0.83,0.91,147.476,4.64,70.2900536,Transit
TOI-1386 b,TOI-1386,25.83839,0.1732,6.053,0.54,47.0386,0.148,0.061,676.0,G5V,5793.0,1.01,1.04,146.858,4.44,54.3190454,Transit
TOI-1386 c,TOI-1386,227.6,0.739,,,98.20898,0.309,0.27,327.0,G5V,5793.0,1.01,1.04,146.858,4.44,54.3190454,Radial Velocity
TOI-139 b,TOI-139,11.07085,,2.457,0.219,,,,561.0,,4570.0,0.7,0.69,42.4061,4.71,-34.9097131,Transit
TOI-1408 b,TOI-1408,4.424711,0.05804,16.813,1.5,537.13001,1.69,0.259,,,6306.0,1.27,1.33,139.484,4.35,72.5806455,Transit
TOI-1411 b,TOI-1411,1.4520358,0.023,1.36,0.121,,,,1136.0,,4266.0,0.66,0.59,32.4778,4.73,47.0555507,Transit
TOI-1416 b,TOI-1416,1.0697568,0.019,1.62,0.145,3.48,0.01095,0.0,1517.0,G9 V,4884.0,0.79,0.8,55.0135,4.52,41.9529862,Transit
TOI-1420 b,TOI-1420,6.9561063,0.071,11.89,1.061,25.1,0.07897,0.17,957.0,,5510.0,0.92,0.99,201.918,4.5,66.3490054,Transit
TOI-1422 b,TOI-1422,12.9972,0.108,3.96,0.353,9.0,0.02832,0.04,867.0,G2 V,5840.0,1.02,0.98,155.141,4.41,39.6392793,Transit
TOI-1431 b,TOI-1431,2.650237,0.046,16.701,1.49,991.62463,3.12,0.0022,2370.0,Am C,7690.0,1.92,1.9,148.925,4.15,55.5880221,Transit
TOI-1442 b,TOI-1442,0.4090677,0.0071,1.17,0.104,,,,1072.0,,3330.0,0.31,0.29,41.1659,4.92,74.1742762,Transit
TOI-1444 b,TOI-1444,0.4702694,,1.397,0.125,3.87,0.01218,0.0,,,5430.0,0.91,0.93,125.463,4.49,70.9437054,Transit
TOI-1444 c,TOI-1444,16.066,,,,11.8,0.03713,0.0,,,5430.0,0.91,0.93,125.463,4.49,70.9437054,Radial Velocity
TOI-1452 b,TOI-1452,11.06201,0.061,1.672,0.149,4.82,0.01517,0.0,326.0,M4 &#177 0.5 V,3185.0,0.28,0.25,30.5212,4.95,73.1951082,Transit
TOI-1467 b,TOI-1467,5.971143,0.051,1.833,0.164,,,,559.0,,3810.0,0.47,0.5,37.4418,4.79,49.2331382,Transit
TOI-1468 b,TOI-1468,1.8805136,,1.28,0.114,3.21,0.0101,,682.0,M3.0 V,3496.0,0.34,0.34,24.7399,5.0,19.2249195,Transit
TOI-1468 c,TOI-1468,15.532482,,2.064,0.184,6.64,0.02089,,338.0,M3.0 V,3496.0,0.34,0.34,24.7399,5.0,19.2249195,Transit
TOI-1470 b,TOI-1470,2.527093,0.0285,2.18,0.194,7.32,0.02303,0.3,734.0,M1.5 V,3709.0,0.47,0.47,51.9503,4.77,61.2133868,Transit
TOI-1470 c,TOI-1470,18.08816,0.106,2.47,0.22,7.24,0.02278,0.5,373.0,M1.5 V,3709.0,0.47,0.47,51.9503,4.77,61.2133868,Transit
TOI-1478 b,TOI-1478,10.1802782,0.0903,11.882,1.06,270.47333,0.851,0.024,918.0,,5597.0,1.05,0.95,152.892,4.37,-13.5595485,Transit
TOI-150.01,TOI-150,5.857416466666667,0.064335,14.7675,1.3175,676.9779,2.13,0.131,1448.5,F,6087.0,1.5433333333333332,1.2833333333333334,336.267,4.1433333333333335,-73.6060358,Transit
TOI-1516 b,TOI-1516,2.056014,,15.244,1.36,1004.33777,3.16,,,F8 V,6520.0,1.14,1.14,247.054,4.25,69.5037313,Transit
TOI-1518 b,TOI-1518,1.9026087,0.0389,21.017,1.875,731.00534,2.3,0.01,2492.0,F0,7300.0,1.95,1.79,225.888,4.1,67.0348062,Transit
TOI-157 b,TOI-157,2.084540506666667,0.03138,14.415,1.286,375.0394,1.18,0.0,1588.0,G9 IV,5404.0,1.17,0.9499999999999998,355.683,4.28,-76.6806061,Transit
TOI-1601 b,TOI-1601,5.331751,0.06864,13.888,1.239,314.6517,0.99,0.036,1619.0,,5948.0,2.19,1.52,336.608,3.94,41.0134321,Transit
TOI-163 b,TOI-163,4.2312102,0.058,16.69,1.489,387.7526,1.22,0.0,1669.0,F,6495.0,1.65,1.44,411.719,4.19,-71.8955269,Transit
TOI-1634 b,TOI-1634,0.9893440333333333,0.015175000000000001,1.7706666666666668,0.158,7.54,0.023723333333333332,0.05333333333333334,922.0,M2,3498.0,0.45,0.4666666666666666,35.2736,4.803333333333334,37.1122803,Transit
TOI-1634 c,TOI-1634,103.0,,,,,,0.0,,,3472.0,0.45,0.45,35.2736,4.79,37.1122803,Radial Velocity
TOI-1669 b,TOI-1669,502.0,,,,182.11568,0.573,0.14,,,5542.3,,1.0,111.276,4.28,83.5874273,Radial Velocity
TOI-1670 b,TOI-1670,10.98462,0.103,2.06,0.184,41.31769,0.13,0.59,1062.0,F7 V,6170.0,1.32,1.21,168.067,4.29,72.1611806,Transit
TOI-1670 c,TOI-1670,40.74976,0.249,11.063,0.987,200.2319,0.63,0.09,684.0,F7 V,6170.0,1.32,1.21,168.067,4.29,72.1611806,Transit
TOI-1680 b,TOI-1680,4.8026345,0.03144,1.466,0.131,,,,404.0,M4.5+/-0.5,3225.0,0.21,0.18,37.2209,5.05,65.9738018,Transit
TOI-1685 b,TOI-1685,0.6691408333333334,0.011557,1.6196666666666666,0.14466666666666667,3.4333333333333336,0.010799999999999999,0.0,1063.3333333333333,M3.0 V,3443.0,0.48,0.48,37.6153,4.826666666666667,43.0370395,Transit
TOI-169 b,TOI-169,2.2554463,0.03524,12.173,1.086,251.40353,0.791,0.0,1715.0,G1 V,5880.0,1.29,1.15,407.84,4.28,-75.1989452,Transit
TOI-1693 b,TOI-1693,1.7666957,0.0226,1.41,0.126,,,,764.0,,3499.0,0.46,0.49,30.7947,4.8,34.7730904,Transit
TOI-1694 b,TOI-1694,3.7701645,,5.449,0.486,26.1,0.08212,0.0,1137.0,,5100.7,0.82,0.84,124.68,4.595000000000001,66.3605956,Transit
TOI-1694 c,TOI-1694,389.2,,,,333.71983,1.05,0.18,,,5066.4,,0.84,124.68,4.53,66.3605956,Radial Velocity
TOI-1695 b,TOI-1695,3.13427905,0.033548,1.9649999999999999,0.1755,5.93,0.018654999999999998,0.0485,644.0,M1 V,3670.0,0.525,0.525,45.1309,4.72,72.2966148,Transit
TOI-1696 b,TOI-1696,2.5003105,0.0232,3.165,0.2825,52.7,0.16581,0.0,511.0,M5V,3176.5,0.28500000000000003,0.265,64.9172,4.96,48.8198312,Transit
TOI-1710 b,TOI-1710,24.2834055,0.162,5.245,0.46799999999999997,23.35,0.07352,0.1725,730.0,G5 V,5697.5,0.96,0.985,81.2271,4.5,76.21102,Transit
TOI-172 b,TOI-172,9.477093,0.0914,10.817,0.965,1722.6386,5.42,0.3806,1198.0,,5645.0,1.78,1.13,342.831,3.99,-26.6928654,Transit
TOI-1728 b,TOI-1728,3.4914769999999997,0.0391,5.05,0.451,26.78,0.08426,0.057,767.0,M0,3980.0,0.62,0.65,60.798,4.66,64.7971531,Transit
TOI-1736 b,TOI-1736,7.073088,0.074,2.44,0.223,12.8,0.04,0.21,1076.0,,5807.0,1.15,1.08,88.9482,4.35,69.101345,Transit
TOI-1736 c,TOI-1736,570.1,1.381,,,2800.0,8.7,0.362,249.0,,5807.0,1.15,1.08,88.9482,4.35,69.101345,Radial Velocity
TOI-1739 b,TOI-1739,8.303342,0.0742,1.695,0.151,,,,756.0,,4922.0,0.75,0.79,70.9819,4.58,83.2586589,Transit
TOI-1749 b,TOI-1749,2.38839,0.0291,1.39,0.124,57.0,0.17934,0.14,831.0,M0 V,3985.0,0.55,0.58,99.5561,4.7,64.419466,Transit
TOI-1749 c,TOI-1749,4.4929,0.0443,2.12,0.189,14.0,0.04405,0.019,673.0,M0 V,3985.0,0.55,0.58,99.5561,4.7,64.419466,Transit
TOI-1749 d,TOI-1749,9.0497,0.0707,2.52,0.225,15.0,0.0472,0.062,533.0,M0 V,3985.0,0.55,0.58,99.5561,4.7,64.419466,Transit
TOI-1751 b,TOI-1751,37.46849,0.2116,2.77,0.247,14.5,0.04562,0.0,,,5996.0,1.2,0.9,113.335,4.24,63.5335297,Transit
TOI-1759 b,TOI-1759,18.8500825,0.11765,3.1,0.2795,8.8,0.02749,0.0,438.0,M0.0 V,4018.5,0.615,0.61,40.0654,4.575,62.7538164,Transit
TOI-178 b,TOI-178,1.914558,0.02607,1.152,0.103,1.5,0.00472,,1040.0,K,4316.0,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 c,TOI-178,3.23845,0.037,1.669,0.149,4.77,0.01501,,873.0,K,4316.0,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 d,TOI-178,6.5577,0.0592,2.572,0.229,3.01,0.00947,,690.0,K,4316.0,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 e,TOI-178,9.961881,0.0783,2.207,0.197,3.86,0.01214,,600.0,K,4316.0,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 f,TOI-178,15.231915,0.1039,2.287,0.204,7.72,0.02429,,521.0,K,4316.0,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 g,TOI-178,20.7095,0.1275,2.87,0.256,3.94,0.0124,,470.0,K,4316.0,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-1789 b,TOI-1789,3.20869115,0.04882,16.141,1.44,222.47988,0.7,,1927.0,F,5991.0,2.17,1.51,229.067,3.94,26.5399951,Transit
TOI-1801 b,TOI-1801,10.64387,,2.079,0.186,5.738,0.01805,0.0,494.0,M0.5+/-0.5 V,3863.0,0.55,0.56,30.6796,4.78,23.0270335,Transit
TOI-1807 b,TOI-1807,0.549373,0.01006,1.314,0.11699999999999999,2.57,0.00809,0.0,2100.0,,4743.5,0.685,0.755,42.5775,4.6,38.9223671,Transit
TOI-181 b,TOI-181,4.532,0.0539,6.956,0.634,46.1687,0.1452,0.1543,895.0,K,4994.0,0.74,0.82,96.2338,4.61,-34.4914099,Transit
TOI-1811 b,TOI-1811,3.7130765,0.04389,11.142,0.994,308.92921,0.972,0.052,962.0,,4766.0,0.77,0.82,128.23,4.58,27.2143766,Transit
TOI-1820 b,TOI-1820,4.860674,0.061,12.778,1.14,731.00534,2.3,0.043,1375.0,,5734.0,1.51,1.04,248.504,4.24,27.4520016,Transit
TOI-1842 b,TOI-1842,9.5739,0.1001,11.657,1.04,68.01528,0.214,,,,6230.0,2.02,1.46,223.465,4.1,9.0306437,Transit
TOI-1853 b,TOI-1853,1.2436258,0.0213,3.46,0.309,73.2,0.23031,0.03,1479.0,K2.5 V,4985.0,0.81,0.84,165.105,4.49,16.9923703,Transit
TOI-1859 b,TOI-1859,63.48347,0.337,9.752,0.87,,,0.57,,,6341.0,1.36,1.29,224.385,4.29,69.5228726,Transit
TOI-1860 b,TOI-1860,1.0662107,0.0204,1.31,0.117,,,,1885.0,G V,5752.0,0.94,0.99,45.864,4.58,64.0476821,Transit
TOI-1899 b,TOI-1899,29.055156,0.15560000000000002,11.993500000000001,1.0699999999999998,211.356415,0.665,0.08099999999999999,370.0,M0,3883.5,0.61,0.63,128.438,4.67,40.1433462,Transit
TOI-1937 A b,TOI-1937 A,0.94667944,0.01932,13.978,1.247,638.8351,2.01,0.0,2097.0,,5814.0,1.08,1.07,415.135,4.4,-52.3832587,Transit
TOI-198 b,TOI-198,10.2152,0.1,1.44,0.128,,,,368.0,M0 V,3650.0,0.44,0.47,23.7262,4.75,-27.1217452,Transit
TOI-199 b,TOI-199,104.854,0.4254,9.079,0.81,54.03083,0.17,0.09,,G9 V,5255.0,0.82,0.94,102.27,4.58,-59.8954326,Transit
TOI-199 c,TOI-199,273.69,0.807,,,88.99195,0.28,0.096,,G9 V,5255.0,0.82,0.94,102.27,4.58,-59.8954326,Transit Timing Variations
TOI-1994 b,TOI-1994,4.0337142,0.0613,13.675,1.22,7024.00779,22.1,0.341,2290.0,,7700.0,2.3,1.86,515.603,3.98,-51.756564,Transit
TOI-2000 b,TOI-2000,3.09833,0.04271,2.7,0.241,11.0,0.0347,0.0,1488.0,,5611.0,1.13,1.08,175.713,4.36,-66.6866307,Transit
TOI-2000 c,TOI-2000,9.127055,0.0878,8.14,0.727,81.7,0.257,0.063,1038.0,,5611.0,1.13,1.08,175.713,4.36,-66.6866307,Transit
TOI-201 b,TOI-201,52.9781885,0.3,11.299,1.008,133.4886,0.42,0.28,759.0,F6 V,6394.0,1.32,1.32,113.825,4.32,-54.910423,Transit
TOI-2010 b,TOI-2010,141.834025,0.5516,11.814,1.054,408.72733,1.286,0.212,400.0,F0,5929.0,1.08,1.11,109.19,4.42,53.4873694,Transit
TOI-2018 b,TOI-2018,7.435583,,2.268,0.202,9.2,0.02895,0.0,,K V,4174.0,0.62,0.57,27.9956,4.62,29.2078771,Transit
TOI-2025 b,TOI-2025,8.8720881,0.0906,12.2065,1.089,1271.31363,4.0,0.402,1166.5,,5928.5,1.51,1.26,335.985,4.18,82.2454143,Transit
TOI-2046 b,TOI-2046,1.4971842,,16.141,1.44,731.00534,2.3,,,F8 V,6250.0,1.21,1.13,289.668,4.3,74.3313055,Transit
TOI-2048 b,TOI-2048,13.79019,,2.61,0.233,,,0.13,,G V,5185.0,0.79,0.83,116.567,,52.3063083,Transit
TOI-206 b,TOI-206,0.7363104,0.0112,1.3,0.116,,,,910.0,,3383.0,0.35,0.35,47.7465,4.89,-62.521874,Transit
TOI-2068 b,TOI-2068,7.768915,0.0632,1.821,0.162,,,,521.0,,3710.0,0.54,0.56,52.9328,4.73,60.4183455,Transit
TOI-2076 b,TOI-2076,10.355413,0.06565,2.509,0.224,,,,833.5,K,5191.333333333333,0.7633333333333333,0.84,41.9091,4.5566666666666675,39.7903991,Transit
TOI-2076 c,TOI-2076,21.01538,0.09889999999999999,3.4385,0.307,,,,682.0,K,5193.5,0.765,0.835,41.9091,4.53,39.7903991,Transit
TOI-2076 d,TOI-2076,35.12537,0.13385,3.196,0.285,,,,589.0,K,5193.5,0.765,0.835,41.9091,4.53,39.7903991,Transit
TOI-2081 b,TOI-2081,10.50534,0.0752,2.04,0.182,,,,488.0,M1.0,3800.0,0.53,0.54,62.3446,4.5,53.0255666,Transit
TOI-2084 b,TOI-2084,6.0784247,0.05006,2.47,0.22,,,,527.0,M2+/-0.5,3551.0,0.47,0.45,114.549,4.75,72.7470231,Transit
TOI-2095 b,TOI-2095,17.664856,0.101,1.275,0.114,4.1,0.0129,0.06,347.0,M0.5-1.0 V,3710.5,0.445,0.45499999999999996,41.9176,5.11,75.4185135,Transit
TOI-2095 c,TOI-2095,28.17226,0.1375,1.3599999999999999,0.1215,7.4,0.02328,0.065,297.0,M0.5-1.0 V,3710.5,0.445,0.45499999999999996,41.9176,5.11,75.4185135,Transit
TOI-2096 b,TOI-2096,3.1190633,0.025,1.243,0.111,,,0.15,445.0,M4,3300.0,0.23,0.23,48.4809,5.05,74.8272107,Transit
TOI-2096 c,TOI-2096,6.38784,0.04,1.914,0.171,,,0.1,349.0,M4,3300.0,0.23,0.23,48.4809,5.05,74.8272107,Transit
